Point_Index,StraightPath_Length,GyroPath_Length,GyroPath_Perc,CLR_Alpha,CLR_Gamma,Left_CLR_Alpha,Left_CLR_Gamma,Right_CLR_Alpha,Right_CLR_Gamma,DiegoPath_Length,DiegoPath_Perc
191,133.929086,0.000000,0.000000,0,0,0,0,0,0,142.497475,106.397706
192,132.966161,0.000000,0.000000,0,0,0,0,0,0,141.497475,106.416154
193,132.003788,0.000000,0.000000,0,0,0,0,0,0,140.497475,106.434427
194,131.320219,0.000000,0.000000,0,0,0,0,0,0,139.911688,106.542381
195,131.605471,0.000000,0.000000,0,0,0,0,0,0,140.325902,106.626192
196,130.648383,0.000000,0.000000,0,0,0,0,0,0,139.325902,106.641888
197,129.691943,0.000000,0.000000,0,0,0,0,0,0,138.325902,106.657283
198,128.736164,0.000000,0.000000,0,0,0,0,0,0,137.325902,106.672358
199,127.781063,0.000000,0.000000,0,0,0,0,0,0,136.325902,106.687093
200,126.826653,0.000000,0.000000,0,0,0,0,0,0,135.325902,106.701469
201,125.872952,0.000000,0.000000,0,0,0,0,0,0,134.325902,106.715462
202,124.919974,0.000000,0.000000,0,0,0,0,0,0,133.325902,106.729050
203,123.967738,0.000000,0.000000,0,0,0,0,0,0,132.325902,106.742209
204,123.016259,0.000000,0.000000,0,0,0,0,0,0,131.325902,106.754914
205,122.380554,0.000000,0.000000,0,0,0,0,0,0,130.740115,106.830792
206,121.433109,0.000000,0.000000,0,0,0,0,0,0,129.740115,106.840808
207,120.813906,0.000000,0.000000,0,0,0,0,0,0,129.154329,106.903528
208,120.208153,0.000000,0.000000,0,0,0,0,0,0,128.568542,106.954927
209,119.268604,0.000000,0.000000,0,0,0,0,0,0,127.568542,106.959030
210,118.330047,0.000000,0.000000,0,0,0,0,0,0,126.568542,106.962302
211,117.392504,0.000000,0.000000,0,0,0,0,0,0,125.568542,106.964702
212,116.456000,0.000000,0.000000,0,0,0,0,0,0,124.568542,106.966187
213,115.520561,0.000000,0.000000,0,0,0,0,0,0,123.568542,106.966709
214,114.947814,0.000000,0.000000,0,0,0,0,0,0,122.982756,106.990078
215,114.017543,0.000000,0.000000,0,0,0,0,0,0,121.982756,106.985954
216,113.463651,0.000000,0.000000,0,0,0,0,0,0,121.396970,106.991948
217,112.538882,0.000000,0.000000,0,0,0,0,0,0,120.396970,106.982553
218,111.615411,0.000000,0.000000,0,0,0,0,0,0,119.396970,106.971760
219,111.085553,0.000000,0.000000,0,0,0,0,0,0,118.811183,106.954667
220,111.485425,0.000000,0.000000,0,0,0,0,0,0,119.225397,106.942586
221,111.892806,0.000000,0.000000,0,0,0,0,0,0,119.639610,106.923416
222,110.981981,0.000000,0.000000,0,0,0,0,0,0,118.639610,106.899886
223,110.072703,0.000000,0.000000,0,0,0,0,0,0,117.639610,106.874463
224,109.590146,0.000000,0.000000,0,0,0,0,0,0,117.053824,106.810538
225,108.687626,0.000000,0.000000,0,0,0,0,0,0,116.053824,106.777403
