Point_Index,StraightPath_Length,GyroPath_Length,GyroPath_Perc,CLR_Alpha,CLR_Gamma,Left_CLR_Alpha,Left_CLR_Gamma,Right_CLR_Alpha,Right_CLR_Gamma,DiegoPath_Length,DiegoPath_Perc,DiegoPath_Pink
124,398.944858,0.000000,0.000000,0,0,0,0,0,0,429.658946,107.698830,1
125,399.410816,0.000000,0.000000,0,0,0,0,0,0,430.244733,107.719850,1
126,398.978696,0.000000,0.000000,0,0,0,0,0,0,429.830519,107.732699,1
127,398.548617,0.000000,0.000000,0,0,0,0,0,0,429.416306,107.745025,0
128,398.120585,0.000000,0.000000,0,0,0,0,0,0,429.002092,107.756823,1
129,397.694606,0.000000,0.000000,0,0,0,0,0,0,428.587878,107.768089,1
130,397.270689,0.000000,0.000000,0,0,0,0,0,0,428.173665,107.778821,1
131,397.756207,0.000000,0.000000,0,0,0,0,0,0,428.759451,107.794534,1
132,397.337388,0.000000,0.000000,0,0,0,0,0,0,428.345238,107.803909,1
133,396.920647,0.000000,0.000000,0,0,0,0,0,0,427.931024,107.812740,1
134,396.505990,0.000000,0.000000,0,0,0,0,0,0,427.516811,107.821022,2
135,396.093423,0.000000,0.000000,0,0,0,0,0,0,427.102597,107.828753,1
136,395.682954,0.000000,0.000000,0,0,0,0,0,0,426.688384,107.835928,1
137,395.274588,0.000000,0.000000,0,0,0,0,0,0,426.274170,107.842544,1
138,394.868332,0.000000,0.000000,0,0,0,0,0,0,425.859956,107.848597,1
139,394.464194,0.000000,0.000000,0,0,0,0,0,0,425.445743,107.854084,1
140,393.146283,0.000000,0.000000,0,0,0,0,0,0,424.031529,107.855917,1
141,392.745465,0.000000,0.000000,0,0,0,0,0,0,423.617316,107.860524,2
142,392.346785,0.000000,0.000000,0,0,0,0,0,0,423.203102,107.864552,1
143,391.950252,0.000000,0.000000,0,0,0,0,0,0,422.788889,107.867998,1
144,391.555871,0.000000,0.000000,0,0,0,0,0,0,422.374675,107.870857,2
145,391.163649,0.000000,0.000000,0,0,0,0,0,0,421.960461,107.873128,2
146,390.773592,0.000000,0.000000,0,0,0,0,0,0,421.546248,107.874804,2
147,389.463734,0.000000,0.000000,0,0,0,0,0,0,420.132034,107.874495,2
148,389.077113,0.000000,0.000000,0,0,0,0,0,0,419.717821,107.875227,2
149,387.769261,0.000000,0.000000,0,0,0,0,0,0,418.303607,107.874360,2
150,387.386112,0.000000,0.000000,0,0,0,0,0,0,417.889394,107.874129,1
151,386.080303,0.000000,0.000000,0,0,0,0,0,0,416.475180,107.872683,1
152,385.700661,0.000000,0.000000,0,0,0,0,0,0,416.060967,107.871468,2
153,385.323241,0.000000,0.000000,0,0,0,0,0,0,415.646753,107.869630,2
154,384.948048,0.000000,0.000000,0,0,0,0,0,0,415.232539,107.867163,3
155,383.646973,0.000000,0.000000,0,0,0,0,0,0,413.818326,107.864353,3
156,383.275358,0.000000,0.000000,0,0,0,0,0,0,413.404112,107.860864,1
157,381.976439,0.000000,0.000000,0,0,0,0,0,0,411.989899,107.857411,1
158,381.608438,0.000000,0.000000,0,0,0,0,0,0,411.575685,107.852879,2
159,380.311714,0.000000,0.000000,0,0,0,0,0,0,410.161472,107.848761,2
160,379.015831,0.000000,0.000000,0,0,0,0,0,0,408.747258,107.844376,2
161,378.652875,0.000000,0.000000,0,0,0,0,0,0,408.333044,107.838358,3
162,378.292215,0.000000,0.000000,0,0,0,0,0,0,407.918831,107.831675,2
163,377.000000,0.000000,0.000000,0,0,0,0,0,0,406.504617,107.826158,1
164,376.643067,0.000000,0.000000,0,0,0,0,0,0,406.090404,107.818367,2
165,375.708664,0.000000,0.000000,0,0,0,0,0,0,405.090404,107.820352,2
166,374.418215,0.000000,0.000000,0,0,0,0,0,0,403.676190,107.814250,2
167,374.064166,0.000000,0.000000,0,0,0,0,0,0,403.261977,107.805562,3
168,372.776072,0.000000,0.000000,0,0,0,0,0,0,401.847763,107.798701,2
169,372.425832,0.000000,0.000000,0,0,0,0,0,0,401.433550,107.788858,3
170,371.140135,0.000000,0.000000,0,0,0,0,0,0,400.019336,107.781212,3
171,369.855377,0.000000,0.000000,0,0,0,0,0,0,398.605122,107.773240,3
172,368.571567,0.000000,0.000000,0,0,0,0,0,0,397.190909,107.764935,3
173,368.228190,0.000000,0.000000,0,0,0,0,0,0,396.776695,107.752939,3
174,367.288715,0.000000,0.000000,0,0,0,0,0,0,395.776695,107.756291,3
